anime_id,title,title_english,synopsis,genres,status,score,scored_by,type,source,episodes,popularity,members,rank,favorites,season,year
53626,"Bye Bye, Earth","Bye Bye, Earth","In a world of anthropomorphic animals, Belle Lablac was born as the only human being. Having no fangs, fur, or scales, she was called ""Faceless,"" and she lived a lonely life with no one else she could identify with. ""I want to be part of the world..."" With such longing in her heart, she decides to set out on a journey to find her roots, carrying the Runding, a great sword as tall as she is. She doesn't know how many adversities await her along the way... 

(Source: Crunchyroll)","Action, Adventure, Fantasy",Finished Airing,6.1,13303,TV,Light novel,10,3163,52410,9282,109,summer,2024
58272,Boku no Tsuma wa Kanjou ga Nai,My Wife Has No Emotion,"Takuma Kosugi is an office worker who does not have enough time to take care of everything at home. To make his daily life easier, he purchases a secondhand housekeeping robot named Mina, who quickly proves her worth. One day, after returning from work and having one too many beers, Takuma somewhat jokingly blurts out that she should become his wife! Much to his surprise, Mina takes his words seriously, and the two gradually begin living as if they are married.

As the days go by, Takuma and Mina grow closer and start doing more activities together, like going on a picnic and spending a day at the beach. However, much of society still considers human-robot relationships unusual. The couple must figure out if their arrangement can succeed and how to convince the people around them of their sincerity.

[Written by MAL Rewrite]","Comedy, Romance, Sci-Fi",Finished Airing,6.79,17296,TV,Manga,12,3195,51218,5330,196,summer,2024
57947,Mayonaka Punch,Mayonaka Punch,"Masaki's career on NewTube ends abruptly when the Harikiri Sisters decide to kick her out of their group during a livestream. With her bad reputation, Masaki has a slim chance of returning to popularity with a solo channel and she is plagued by comments of hate.

Masaki soon meets Live, a vampire who just woke up from her slumber in which she dreamed of Masaki and developed an obsession with her. Believing this discovery will be the next internet sensation, Masaki forms a pact with Live: in exchange for Masaki's blood, Live will help her reach the milestone of a million subscribers.

Now, with the other vampires in Live's house on board with Masaki's ambitious plan, she and Live work together to film videos and restore her to career glory.

[Written by MAL Rewrite]","Comedy, Supernatural",Finished Airing,7.38,13370,TV,Original,12,3489,43963,2402,174,summer,2024
55844,Tasogare Out Focus,Twilight Out of Focus,"Despite a rocky start to their relationship, second-year high school students Mao Tsuchiya and Hisashi Ootomo have managed to find a way to coexist in their dorm room for another year. The roommates swear to abide by three simple promises: Mao must refrain from outing Ootomo as gay and having a boyfriend; Ootomo, in turn, must not fall in love with Mao; and the two must respect each other's privacy when one of them ""needs time to himself."" While these are simple asks, the school's film club's new project suddenly puts them at risk.

The club's short film for the year is a boys' love story between a class president and a delinquent—a role for which Ootomo is considered the perfect fit. As the principal photographer in charge of composing every scene, Mao oversees all of the intimate moments between the leads, and though he wishes he could deny it, his growing attraction to his roommate is affecting the movie's production. But as things start to intensify—both in the film and in his personal life—Mao is soon forced to confront these complex emotions head-on.

[Written by MAL Rewrite]",Boys Love,Finished Airing,7.51,10616,TV,Manga,12,3589,41845,1878,351,summer,2024
56179,Delico's Nursery,Delico's Nursery,"A scourge has descended upon vampire society in the form of serial murders. The killings appear unrelated at first glance, but every crime scene has one thing in common: a card left behind, bearing the words ""True of Vamp""—the name given to the legendary progenitor of all vampires.

The Vlad Agency, a secret intelligence operation, summons the renowned aristocrat Dali Delico to lead the task force investigating the murders. However, Dali refuses, choosing to focus on raising his children. His old colleagues—Gerhard Fra, Henrique Lorca, and Dino Classico—plead with him to balance his duty to the agency with child-rearing. He agrees on one condition: the other three men must also care for their children during the investigation.

Dali's estate therefore becomes a nursery and the base of operations for the four noble vampires. Meanwhile, a criminal organization Dali knows all too well lurks in the shadows with evil intentions that threaten to cause the collapse of the entire vampire society.

[Written by MAL Rewrite]","Fantasy, Mystery",Currently Airing,6.84,3672,TV,Other,13,3605,41391,5044,181,summer,2024
54835,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,"Nikola is just a village girl working at the inn...until the day dragons invade, and she meets Haga, a scholar of everything around him. He's a part of an elite society called ""Seeker,"" created to address a series of maladies plaguing their usually peaceful world. But both Nikola and Haga have secrets they hide...ones that will change each other's very existence...

(Source: Kodansha USA)","Adventure, Fantasy",Finished Airing,6.55,12194,TV,Web manga,13,3608,41283,6653,57,summer,2024
57845,Elf-san wa Yaserarenai.,Plus-Sized Elf,"Tomoatsu Naoe leads an ordinary life working as a massage therapist, but this changes when he encounters a peculiar client named Erufuda. During her visit, Naoe discovers her secret: she is actually an elf! After leaving her world, Erufuda fell in love with junk food and now cannot return home because of her weight gain.

Naoe decides to help the elf with dieting so that she can eventually go back to her world. Although Erufuda puts in the work and reaches her goal, it does not take long for Naoe to stumble upon her again—and she has regained the lost pounds. As Naoe continues to give her advice, the two begin encountering other people from another world, all with the same desire to lose weight.

[Written by MAL Rewrite]","Comedy, Fantasy, Ecchi",Finished Airing,5.6,11773,TV,Web manga,12,3655,40405,11607,161,summer,2024
56348,Dungeon no Naka no Hito,Dungeon People,"For the last three years, Clay has undergone rigorous training in order to find her father, who was last seen exploring a dungeon. While dungeon exploring is difficult for any regular adventurer, Clay knows her father, a thief who doesn't purely rely on raw power or magic, managed to progress farther than anyone else. Clay sets off after him, following in his footsteps until she encounters a furnished room behind a dungeon wall.

Clay is shocked to find the room is filled with monsters that can talk and a girl who claims to be the dungeons administrator. However, the room is meant to be kept hidden from explorers. Now that she knows the secret behind the dungeon, Clay is hired to be part of their staff. While she never expected to find a job in her adventure, doing so may just help Clay unravel the mystery behind her father's disappearance.

[Written by MAL Rewrite]","Adventure, Comedy, Fantasy",Finished Airing,7.09,12096,TV,Web manga,12,3824,36840,3911,70,summer,2024
57099,Na Nare Hana Nare,Narenare -Cheer for You!-,"In any competitive cheerleading contest, it is almost certain that Kanata Misora is going to be the star of the show. As a member of the winning squad in Japan's middle school cheerleading nationals, she joins Takanozaki Prefectural High School with her friend Megumi Kaionji intending to seek glory once more. However, following an incident at a competition, she loses touch with her talents and never returns to the club for practice.

While despondent, Kanata ends up spotting internet sensation Suzuha Obunai parkouring with an impressive level of athleticism and ends up befriending her in the process. Through Suzuha, Kanata meets Anna Aveiro and Nodoka Ootani, as well as Suzuha's classmate Tanizaki Shion—each carrying their own talents that apply to competitive cheerleading. Gathering through sheer coincidence, the six girls now work together and cheer each other on to chase their unique dreams.

[Written by MAL Rewrite]",Drama,Finished Airing,6.41,7751,TV,Original,12,4305,28526,7551,66,summer,2024
52107,Mononoke Movie: Karakasa,,"Asa and Kame strike up an immediate friendship when they arrive at the same time for their first day of duty at the Ooku, the splendid pleasure palace housing the harem of Lord Tenshi. The two young women are there to join the many hundreds of other maidservants—men are barred from entering, with immediate beheading the price of trespassing. It soon becomes clear that behind the luxurious lifestyle and ritualized routines of the Ooku lie sinister schemes and cynical rivalries. Meanwhile, a mysterious wandering potion-peddler known only as the Medicine Seller subtly insinuates himself into the Ooku, just as an uncanny, otherworldly menace begins to reveal itself.

(Source: Fantasia Festival)","Horror, Mystery, Supernatural, Suspense",Finished Airing,7.45,229,Movie,Original,1,4346,28004,2094,184,,
57567,Shy 2nd Season,Shy Season 2,"After her battle against the mysterious organization Amarariruku, Teru Momijiyama returns to her regular life in Tokyo—all while secretly continuing to save people as Japan's hero Shy. As a result of her experiences with others, Teru is able to slowly gain confidence in herself. While she still has a long way to go, Teru continues to make progress towards learning what being a hero truly means.

While walking around the city after school, Teru runs into Ai Tennouji, whom she quickly befriends and begins to open up toward. Teru quickly learns more about her new friend’s past—she has run away from her village in search of something directly related to Teru's work as Shy. While the threat of Amarariruku continues to loom over her,Teru must decide how closely she is willing to work with the mysterious Ai. 

[Written by MAL Rewrite]","Action, Drama",Finished Airing,6.92,7341,TV,Manga,12,4559,25391,4655,60,summer,2024
53747,Kimi no Iro,The Colors Within,"Totsuko is a high school student with the ability to see the ""colors"" of others. Colors of bliss, excitement, and serenity, plus a color she treasures as her favorite. Kimi, a classmate at her school, gives off the most beautiful color of all. Although she does not play an instrument, Totsuko forms a band with Kimi and Rui, a quiet music enthusiast they meet at a used bookstore in a far corner of town. As they practice at an old church on a remote island, music brings them together, forming friendships and stirring affections. Will they discover their true ""colors""?

(Source: GKIDS, edited)",Drama,Finished Airing,7.57,348,Movie,Original,1,4788,22668,1630,53,,
57945,Tasuuketsu,Tasuketsu: Fate of the Majority,"During his school computer class, Saneatsu Narita is presented with a strange screen posing a yes-or-no question that quickly disappears. The next day, Saneatsu wakes up to a world where everyone, save for himself and a few others, is dead.

An announcement from a mysterious figure known only as the Emperor begins to shed light on the situation. The question that Saneatsu saw on the screen is part of a game called Tasuuketsu. Every day, the survivors will see a question appear on a screen, and answering it will determine who lives to see the next day. Responding the same as the majority will guarantee death, and the last player standing will earn the right to meet the Emperor.

Saneatsu resolves to beat the Emperor at their own game, making use of the hidden envelopes containing powers that can aid the players. With the help of his small group of friends, Saneatsu must avoid falling into the machinations of the other players and win this wicked game.

[Written by MAL Rewrite]","Action, Drama, Suspense",Currently Airing,4.71,4268,TV,Web manga,,5046,19938,13293,37,summer,2024
56704,Kengan Ashura Season 2 Part 2,,Part two of Kengan Ashura Season 2.,Action,Finished Airing,7.86,7225,ONA,Web manga,16,5084,19566,885,74,,
58488,Sengoku Youko: Senma Konton-hen,Sengoku Youko 2nd Season,Second part of Sengoku Youko.,"Action, Adventure, Fantasy",Currently Airing,7.19,2331,TV,Manga,22,5153,18820,3336,48,summer,2024
58357,Tensui no Sakuna-hime,Sakuna: Of Rice and Ruin,"Spoiled harvest goddess Sakuna finds herself banished from her opulent celestial home to an island overrun with demons. In the untamed wilderness, she must rediscover her birthright as the daughter of a warrior god and harvest goddess by weathering the elements, fighting monsters, and cultivating rice, the source of her power. By her side in this forbidding place is her guardian Tama and a group of outcast humans. Together, these unlikely companions must join hands to tame both the soil and the demons of Hinoe Island. 

(Source: Steam)","Action, Fantasy",Finished Airing,6.74,5204,TV,Game,13,5386,16790,5563,27,summer,2024
59493,Tensei shitara Slime Datta Ken: Kanwa - Luminous Memories,That Time I Got Reincarnated as a Slime Season 3: Digression - Luminous Memories,"Recap of Tensei shitara Slime Datta Ken 3rd Season.

Rimuru and Hinata, despite both holding similar values, fought fiercely. What happened behind the scenes of this complicated situation? From the perspective of Luminous Valentine, the one and only God of the Holy Empire of Lubelius and one of the Octagram Demon Lords. The details of the ""Holy Demon Battle"" are told, as well as some secret that she has never told anyone.","Action, Adventure, Comedy, Fantasy",Finished Airing,6.41,4986,TV Special,Manga,1,5406,16617,7508,11,,
59493,Tensei shitara Slime Datta Ken: Kanwa - Luminous Memories,That Time I Got Reincarnated as a Slime Season 3: Digression - Luminous Memories,"Recap of Tensei shitara Slime Datta Ken 3rd Season.

Rimuru and Hinata, despite both holding similar values, fought fiercely. What happened behind the scenes of this complicated situation? From the perspective of Luminous Valentine, the one and only God of the Holy Empire of Lubelius and one of the Octagram Demon Lords. The details of the ""Holy Demon Battle"" are told, as well as some secret that she has never told anyone.","Action, Adventure, Comedy, Fantasy",Finished Airing,6.41,4986,TV Special,Manga,1,5406,16617,7508,11,,
57192,Yeosin Gangnim,True Beauty,"Tired of being looked down upon for her unattractive appearance, middle schooler Lim Jugyeong turns to the transformative powers of makeup. First, she experiments with BB cream, lip tint, and eyeliner; then she begins using mascara, double eyelid glue, and colored contacts. Before she knows it, Jugyeong goes from being a girl who is bullied for her ugliness to being praised as a high-class beauty. Constantly surrounded by those who adore her goddess-like appearance, Jugyeong can now live a more than comfortable life at school—she simply has to keep her bare face a secret.

However, everything changes when the new transfer student, Lee Suho, enters her life. Not only does the handsome Suho become immediately popular among their peers, but in a chance encounter, he also becomes the only classmate of Jugyeong's to see her face beneath the makeup. With her reputation on the line, Jugyeong must do whatever it takes to hide the truth about her appearance from the rest of her classmates. But the more time she spends with Suho, the more Jugyeong finds herself questioning whether one's true beauty lies solely in their looks.

[Written by MAL Rewrite]","Comedy, Drama, Romance",Currently Airing,6.39,2512,ONA,Web manga,,5446,16311,7666,61,,
59390,Terminator 0,Terminator Zero,"2022: A future war has raged for decades between the few human survivors and an endless army of machines. 1997: The AI known as Skynet gained self-awareness and began its war against humanity.

Caught between the future and this past is a soldier sent back in time to change the fate of humanity. She arrives in 1997 to protect a scientist named Malcolm Lee who works to launch a new AI system designed to compete with Skynet's impending attack on humanity. As Malcolm navigates the moral complexities of his creation, he's hunted by an unrelenting assassin from the future, which forever alters the fate of his three children.

(Source: Netflix)","Action, Sci-Fi",Finished Airing,7.19,7493,ONA,Other,8,5452,16291,3344,61,,
59390,Terminator 0,Terminator Zero,"2022: A future war has raged for decades between the few human survivors and an endless army of machines. 1997: The AI known as Skynet gained self-awareness and began its war against humanity.

Caught between the future and this past is a soldier sent back in time to change the fate of humanity. She arrives in 1997 to protect a scientist named Malcolm Lee who works to launch a new AI system designed to compete with Skynet's impending attack on humanity. As Malcolm navigates the moral complexities of his creation, he's hunted by an unrelenting assassin from the future, which forever alters the fate of his three children.

(Source: Netflix)","Action, Sci-Fi",Finished Airing,7.19,7493,ONA,Other,8,5452,16291,3344,61,,
57325,Ramen Akaneko,Ramen Akaneko,"Meet Tamako, who's found her way into an interview at a ramen shop run solely by cats. When the feline manager asks if she likes cats, Tamako admits that she's actually more of a dog person...only to be hired on the spot! But her job description isn't quite what she expects — rather than serving ramen, she's now a dedicated cat caretaker...?!

(Source: MANGA Plus)",Comedy,Finished Airing,7.35,4070,TV,Manga,12,6043,12463,2533,58,summer,2024
58222,Given Movie 3: Umi e,,Second part of Given Movie: Hiiragi Mix.,"Boys Love, Drama",Finished Airing,,,Movie,Manga,1,6125,12156,20361,28,,
52080,Murai no Koi,Murai in Love,"Murai is a second-year student at Takebe Gakuen High School enrolled in the college preparatory course. His homeroom teacher, Tanaka, summons him to her office after he declares that his post-high school plans are to marry her. Tanaka rejects Murai, telling him that she would never be interested in a boy with long, black hair. Secretly an otaku, she has eyes only for Hitotose, a character from an otome video game. The next day, Murai appears before Tanaka a changed man. Having cut his hair short and dyed it blond, Murai looks exactly like her beloved Hitotose. Tanaka is unable to hide her shock at this sudden development and tries to distance herself from Murai, while Murai presses on in his attempts to romance his teacher.

(Source: Disney+)","Comedy, Romance",Currently Airing,6.93,1174,ONA,Web manga,,6462,10592,4623,29,,
58985,0-saiji Start Dash Monogatari,,"Lilia, the newborn daughter of a marquis, has the memories of her previous life! With cheat-like gamer knowledge she aims to become the strongest girl in this new ""other world""!

(Source: Shusuisha)","Adventure, Fantasy",Finished Airing,5.24,1007,TV,Manga,12,6902,9026,12615,17,summer,2024
56189,Grendizer U,,"Duke Fleed is a survivor of the Fleed Planet who has escaped to Earth. Onboard a mysterious ""spaceship,"" he is raised by Dr. Umon as his adoptive son, and becomes known as Daisuke Umon. Years after his arrival, he's faced with the threat of King Vega and his army, who want to conquer the Earth. With his friends Koji and Hikaru and later his younger sister Maria Grace, Duke decides to fight back using his best weapon - the almighty Grendizer.","Action, Sci-Fi",Finished Airing,5.95,1444,TV,Manga,13,7582,7139,10066,31,summer,2024
54730,Kinnikuman: Kanpeki Chоujin Shiso-hen,Kinnikuman: Perfect Origin Arc,"Following an epic series of fierce fights between various factions of Choujin—beings blessed with supernatural physical abilities that hail from all corners of the galaxy—the former enemies of Seigi Choujin, the victorious group, negotiate a fragile ceasefire. However, peace is short-lived, and a group of seven Perfect Choujin—led by Strong the Budo and called the Perfect Large Numbers—invade Japan, defeating several Seigi Choujin and burning the peace treaty.

Determined to protect peace at all costs, Terryman, the current leader of the Seigi Choujin, challenges the seven Perfect Large Numbers in a tournament for supremacy. Although the odds are not in his favor, Terryman knows that he can count on the top Seigi Choujin, Suguru Kinnikuman, to see justice prevail.

[Written by MAL Rewrite]","Comedy, Sports",Finished Airing,6.83,1230,TV,Manga,11,7613,7064,5119,26,summer,2024
59497,Rising Impact Season 2,,Second season of Rising Impact.,Sports,Finished Airing,7.95,4143,ONA,Manga,14,7746,6792,721,34,,
59497,Rising Impact Season 2,,Second season of Rising Impact.,Sports,Finished Airing,7.95,4143,ONA,Manga,14,7746,6792,721,34,,
52085,Garden of Remembrance,Garden of Remembrance,"An untidy room. Empty beer tins, empty wine bottles, a half-empty glass of whisky...

A girl is getting up absent-mindedly and starts preparing herself. YOUR morning starts. Lazy and hard-to-wake-up YOU. The emoticon is ME watching over YOU. I play tricks on YOU, while YOU are playing the guitar and drinking. One day, in town, YOU walk past THE CHILDHOOD FRIEND who is buying an Anemone I liked, and remembering that I liked them, YOU rush out to buy them. THE CHILDHOOD FRIEND displays the Anemone with care.

One day, years after I died, YOU hear noise from the closet. Opened, YOU see MY garden right in front of YOU. Overflowing emotions of ME and YOU. When exiting from the room with memories, a picture of the Anemone that YOU painted is displayed in YOUR new room. 

(Souce: Annecy Film Festival)",,Finished Airing,6.81,706,Movie,Original,1,8077,6131,5199,10,,
55748,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,,First part of Love Live! Nijigasaki Gakuen School Idol Doukoukai Kanketsu-hen.,Slice of Life,Finished Airing,,,Movie,Original,1,8092,6105,16898,15,,
59612,Monogatari Series: Off & Monster Season - Zankoku Douwa: Utsukushi-hime,Monogatari Series: Off & Monster Season - A Cruel Fairy Tale: The Beautiful Princess,"Episode 6.5 of Monogatari Series: Off &amp; Monster Season, adapting the short story A Cruel Fairy Tale: The Beautiful Princess.

Once upon a time, there was a true story that happened about 600 years ago. It's a story of a very beautiful girl who lived in a country that no longer exists.

(Source: Crunchyroll)","Mystery, Supernatural, Suspense",Finished Airing,7.73,3156,ONA,Light novel,1,8471,5485,1204,3,,
59012,Wuliao Jiu Wanjie,Don't Give Up!,"Men Ke, a social animal working as an office worker, was so bored in the first half of her life that she doubted her life, but in the second half of her life, she will die of boredom. How can the Earth heroine, who faces the threat of death every day but continues to go to work, and the alien hero, who is enthusiastic and wants to save her but is not very good at it, overcome boredom and live with a smile! 

(Source: Bilibili, Google translated)","Comedy, Romance, Sci-Fi",Currently Airing,7.22,426,ONA,Manga,24,8484,5453,3190,23,,
50855,"Yamato yo, Towa ni: Rebel 3199",Star Blazers: Space Battleship Yamato 3199,Sequel to Uchuu Senkan Yamato 2205: Aratanaru Tabidachi.,"Action, Drama, Sci-Fi",Currently Airing,7.07,127,Movie,Original,,9672,3730,3981,7,,
54603,Bakeneko Anzu-chan,Ghost Cat Anzu,"Karin, 11 years old, is abandoned by her father at her grandfather’s house, the monk of a small town in the Japanese countryside. Her grandfather asks Anzu, his jovial and helpful although rather capricious ghost cat, to look after her. The meeting of their strong characters causes sparks, at least at the beginning…

(Source: Miyu Productions)",Fantasy,Finished Airing,6.86,212,Movie,Manga,1,9728,3666,4959,7,,
59010,Yami Shibai 13,Theatre of Darkness: Yamishibai 13,Thirteenth season of Yami Shibai.,"Avant Garde, Horror, Supernatural",Finished Airing,6.0,1009,TV,Original,13,10003,3335,9808,12,summer,2024
58905,Yoasobi Gurashi!,,"Meet Kazuto, whose hopes of becoming a photographer didn't pan out, and Yayoi, who successfully achieved her dream of becoming a model. Two childhood friends who have grown apart... Suddenly find themselves living together! In the beginning, there's an awkward tension between them, and Yayoi has a secret she can't tell Kazuto... Then, one night, things start to change... Could they be more than just childhood friends...?!

(Source: Official Site)",Hentai,Finished Airing,6.27,560,ONA,Web manga,8,10166,3162,,24,,
59750,Go-Getters,,"Music video for the song Go-Getters by Mori Calliope.

The song was used as the ending theme of the anime Isekai Suicide Squad.",,Finished Airing,6.97,1463,Music,Original,1,10428,2919,,14,,
59750,Go-Getters,,"Music video for the song Go-Getters by Mori Calliope.

The song was used as the ending theme of the anime Isekai Suicide Squad.",,Finished Airing,6.97,1463,Music,Original,1,10428,2919,,14,,
56207,Quanzhi Fashi Tebie Pian: Shenmi Weituo,,"The hero mage Mo Fan and his partner Ling Ling, because of the mysterious invitation of the king of the hunt, become involved in an old unsolved case. After a series of explorations and pursuits, they realise that it is all a conspiracy hatched by a man named Red Beast. The Red Beast is growing up and approaching its ultimate goal by parasitising in the bodies of demons such as Yichu and Lu Kun. After a thrilling life-and-death battle, Mo Fan destroys the Red Beast with the help of Ling Ling, Wang Yue Qian Kaoru and other friends, only to discover that it is only one of its doppelgangers, and that he himself has long since become part of the Red Beast's plot!

(Source: iyf.tv, translated)","Action, Fantasy",Finished Airing,6.38,324,ONA,Web novel,6,10722,2680,7724,10,,
56207,Quanzhi Fashi Tebie Pian: Shenmi Weituo,,"The hero mage Mo Fan and his partner Ling Ling, because of the mysterious invitation of the king of the hunt, become involved in an old unsolved case. After a series of explorations and pursuits, they realise that it is all a conspiracy hatched by a man named Red Beast. The Red Beast is growing up and approaching its ultimate goal by parasitising in the bodies of demons such as Yichu and Lu Kun. After a thrilling life-and-death battle, Mo Fan destroys the Red Beast with the help of Ling Ling, Wang Yue Qian Kaoru and other friends, only to discover that it is only one of its doppelgangers, and that he himself has long since become part of the Red Beast's plot!

(Source: iyf.tv, translated)","Action, Fantasy",Finished Airing,6.38,324,ONA,Web novel,6,10722,2680,7724,10,,
58776,Seiyoku Tsuyotsuyo The Animation,,"High school student Haruki Nanase dates Ryosuke. All her friends envy her, because Ryosuke is a real macho, and also an athlete. After some time, the girl becomes irritated and nervous. It's all about her boyfriend's selfishness in terms of sex, in which she receives virtually no pleasure. Nervousness grew every day, and to relieve stress, Haruki decided to make fun of the quiet Nazaki. Wanting to disgrace the guy, she pulled off his pants.",Hentai,Currently Airing,6.99,696,OVA,Manga,,11264,2274,,6,,
58894,Touken Ranbu Kai: Douden Chikashi Haberau Monora,,Prequel movie of Touken Ranbu Kai: Kyoden Moyuru Honnouji.,"Action, Fantasy",Finished Airing,,,Movie,Other,1,11399,2181,14620,6,,
59274,T.P BON Season 2,,Second season of T.P BON.,"Adventure, Sci-Fi",Finished Airing,6.9,838,ONA,Manga,12,11568,2076,4780,1,,
54143,Cardfight!! Vanguard: Divinez Season 2,Cardfight!! Vanguard Divinez Season 2,"Through his victory with Vanguard at the Fated Clash, Akina has his wish for the health of his sister Hikari fulfilled.
Gabwelius, who assembled the owners of the Fated One cards, reveals the truth behind the Fated Clash.

Another plush toy Sybilt has appeared as well, gathering the 6 owners of Destined One cards, and announcing the start of the “Destined Showdown” where the winner can have their wish fulfilled.

Thus begins the fierce bout where motives and intentions cross, of Fate vs Destiny!

(Source: cf-vanguard.com)",Action,Finished Airing,7.12,526,TV,Original,13,11582,2065,3762,10,summer,2024
58892,Bubble de House de *** The Animation,,,Hentai,Currently Airing,7.23,495,OVA,Visual novel,,11632,2028,,12,,
59049,Maarui Kanojo to Zannen na Kareshi,,"The romantic comedy follows Mariko, a plus-sized nurse who loves to eat. Having no love experience, she thinks her life is devoid of love, until she meets a handsome man named Nagi at a group date that she is invited to. Nagi then asks her out on a date.

(Source: ANN)","Comedy, Romance",Finished Airing,,,TV,Web manga,6,11707,1985,16934,10,summer,2024
57754,BanG Dream! It's MyGO!!!!! Movie,,Theatrical compilation of BanG Dream! It's MyGO!!!!!.,,Currently Airing,,,Movie,Mixed media,2,11714,1983,19016,5,,
59162,Kinnikuman: Kanpeki Chоujin Shiso-hen Episode 0,Kinnikuman: Perfect Origin Arc Episode 0,Episode 0 of Kinnikuman: Kanpeki Chоujin Shiso-hen.,"Comedy, Sports",Finished Airing,6.46,807,TV Special,Manga,1,11740,1963,7217,,,
56215,Yi Nian Yong Heng 3rd Season,A Will Eternal 3rd Season,Third season of Yi Nian Yong Heng.,"Action, Adventure, Fantasy",Currently Airing,7.35,178,ONA,Novel,29,12037,1778,2551,20,,
59465,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,Fate/Grand Order: You've Lost Ritsuka Fujimaru Season 2,Second season of Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai.,Comedy,Currently Airing,,,ONA,Manga,,12211,1670,20097,2,,
59465,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,Fate/Grand Order: You've Lost Ritsuka Fujimaru Season 2,Second season of Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai.,Comedy,Currently Airing,,,ONA,Manga,,12211,1670,20097,2,,
59119,Imaria,,,Hentai,Currently Airing,6.89,416,OVA,Manga,,12232,1659,,4,,
59562,NieR:Automata Ver1.1a Part 2: Chapter. 13-18 Chousa Report,NieR:Automata Ver1.1a (Cour 2): Investigation Report,Recap of the first six episodes of NieR:Automata Ver1.1a Part 2.,"Action, Fantasy, Sci-Fi",Finished Airing,6.34,726,TV Special,Game,1,12292,1637,7988,2,,
59120,Shounen ga Otona ni Natta Natsu,,,Hentai,Currently Airing,6.54,215,OVA,Manga,,12302,1633,,6,,
56488,Zegapain: STA,,Sequel to Zegapain.,"Action, Romance, Sci-Fi",Finished Airing,,,Movie,Original,1,12409,1578,15802,5,,
59363,Mayonaka Punch Short Anime,,Original anime capturing MayoPan members' solo projects that cannot be seen in the main story of Mayonaka Punch!,"Comedy, Supernatural",Finished Airing,6.59,336,ONA,Original,5,12431,1565,6463,1,,
59363,Mayonaka Punch Short Anime,,Original anime capturing MayoPan members' solo projects that cannot be seen in the main story of Mayonaka Punch!,"Comedy, Supernatural",Finished Airing,6.59,336,ONA,Original,5,12431,1565,6463,1,,
58462,Wonderful Precure! Movie: Dokidoki Game no Sekai de Daibouken!,,"Komugi, Iroha, Yuki, Mayu, Daifuku, and Satoru have gathered to play the super popular game ""Doki Doki♡TanuKingdom""! Everyone starts the game happily! Or so they thought...but it seems they've been sucked into a world of the game with a suspicious tanuki...and now they're in even more trouble! Komugi has been separated from Iroha and the others...!?

""I want to be by Iroha's side forever and ever!"" To meet her beloved Iroha, Komugi decides to challenge herself to various game battles!

How on earth did this happen...? What is the secret hidden in the world of the game...? The clue is in the hands of Natsuki, the young girl who created the game.

""Hirogaru Sky! Pretty Cure"" and ""Mahou Tsukai Pretty Cure!"" have also gathered together! When everyone's feelings come together, will a wonderful miracle unfold?!

(Source: Pretty Cure Wiki)",Action,Finished Airing,,,Movie,Original,1,12431,1564,14971,4,,
59596,One Piece: Araburu Henkaku no Log: Anyaku Suru Kakumeigun!,One Piece: The Log of the Turbulent Revolution - The Revolutionary Army Maneuvers in Secret!,The fourth recap special of the Egghead arc. It follows the actions of the Revolutionary Army.,"Action, Adventure, Comedy, Fantasy",Finished Airing,6.33,731,TV Special,Manga,1,12442,1561,7992,,,
58638,Ito wo Yoru,,,Hentai,Currently Airing,5.62,425,OVA,Manga,,12541,1505,,4,,
58926,Egumi Legacy,,"Floating in a certain ocean is an island called ""EGU Island."" The sole entertainment on this island is listening to the songstress, ""End of the World."" Day after day, the islanders are enchanted by her singing. However, this tranquil time is shattered in an instant. Since the disappearance of the songstress, the island has been filled with ""anger,"" ""doubt,"" and ""anxiety."" Various thoughts and intentions begin to stir...A licking war unfolds around, ""End of the World!"" The one who holds her destiny is the legendary legacy ""EGUMI Legacy.""

(Source: Ani-One Asia)","Avant Garde, Comedy",Finished Airing,6.54,562,TV,Card game,12,12598,1475,6722,9,summer,2024
59276,Seitokai ni mo Ana wa Aru! PV,,A promotional video advertising the Seitokai ni mo Ana wa Aru! manga.,Comedy,Finished Airing,6.91,462,PV,Manga,1,12731,1422,,11,,
59276,Seitokai ni mo Ana wa Aru! PV,,A promotional video advertising the Seitokai ni mo Ana wa Aru! manga.,Comedy,Finished Airing,6.91,462,PV,Manga,1,12731,1422,,11,,
59306,Zhan Shen: Fanchen Shenyu,Slay The God,"""If the dark night comes to an end, I will stand in front of tens of thousands of people, slashing my sword into the abyss, staining the sky with blood!"" Have you ever thought that monsters from ancient myths lurk under the bright neon cities? Have you ever thought that above the moon hanging high above the heads of the world, there are gods watching over the world? Have you ever thought that in the crowded modern cities, there are extraordinary people who walk the world in place of gods?

(Source: Tencent, Google translated)","Action, Fantasy, Suspense",Finished Airing,7.8,373,ONA,Web novel,15,12798,1382,1034,20,,
